key,summary,description,assignee
HADOOP-15812,ABFS: Improve AbfsRestOperationException format to ensure full msg can be displayed on console,"AbfsRestOperationException msg contains multiple ""\n"" for displaying nicely, 
however, hadoop cmd class  split the error msg by ""\n"" and display the first string in console, which lead to the incomplete error msg shown in console.
Hence we need to improve this format.
",danielzhou
HADOOP-15809,ABFS: better exception handling when making getAccessToken call,"Currently in *getTokenSingleCall()*: if it get a HTTP failure response, it tries to consume inputStream in httpUrlConnection, which will *always* lead to an *IOException* and this exception never get checked in *AzureADAuthenticator*. 
 As a result the httpStatus code is never checked in the retry policy of AzureADAuthenticator. Tthat IOException will be caught by AbfsRestOperation, which will keep on retrying.",danielzhou
HADOOP-15808,Harden Token service loader use,"The Hadoop token service loading (identifiers, renewers...) works provided there's no problems loading any registered implementation. If there's a classloading or classcasting problem, the exception raised will stop all token support working; possibly the application not starting.

This matters for S3A/HADOOP-14556 as things may not load if aws-sdk isn't on the classpath. It probably lurks in the wasb/abfs support too, but things have worked there because the installations with DT support there have always had correctly set up classpaths.

Fix: do what we did for the FS service loader. Catch failures to instantiate a service provider impl and skip it",stevel@apache.org
HADOOP-15805,Hadoop logo not showed correctly in old site,"Hadoop logo not showed correctly in old site.  In old site pages, we use the address {{[http://hadoop.apache.org/images/hadoop-logo.jpg]}} to show the hadoop logo. Actually, this address is outdated. The right address now is [http://hadoop.apache.org/hadoop-logo.jpg].",sandeep nemuri
HADOOP-15804,upgrade to commons-compress 1.18,"[https://github.com/apache/commons-compress/blob/master/RELEASE-NOTES.txt]

Some CVEs have been fixed in recent releases ([https://commons.apache.org/proper/commons-compress/security-reports.html])

[https://mvnrepository.com/artifact/org.apache.hadoop/hadoop-common/3.1.1] depends on commons-compress 1.4.1",ajisakaa
HADOOP-15802,start-build-env.sh creates an invalid /etc/sudoers.d/hadoop-build-${USER_ID} file entry,"In my Ubuntu 18.04 dev VM, I cloned the hadoop repo and ran the start-build-env.sh script.  Once the docker build was completed and the container running, I tried to sudo and it failed.  Upon investigation, I discovered that it was creating an entry in /etc/sudoers.d/hadoop-build-${USER_ID} that contained the characters '\t' rather than a tab.",jonboone
HADOOP-15801,ABFS: Fixing skipUserGroupMetadata in AzureBlobFileSystemStore,"AzureBlobFileSystem check property ""skipUserGroupMetadata""  to skip retrieving the user group information and provide a dummy one during fs initialization, so AzureBlobFileSystemStore should do the same thing or should just use the user&group info fetched from AzureBlobFileSystem.",danielzhou
HADOOP-15799,ITestS3AEmptyDirectory#testDirectoryBecomesEmpty fails when running with dynamo,"I've seen a new failure when running verify for HADOOP-15621. First I thought it was my new patch, but it happens on trunk. This is a major issue, it could be because of implementation issue in dynamo.
{noformat}
[ERROR] testDirectoryBecomesEmpty(org.apache.hadoop.fs.s3a.ITestS3AEmptyDirectory) Time elapsed: 1.864 s <<< FAILURE!
java.lang.AssertionError: dir is empty expected:<TRUE> but was:<FALSE>
at org.junit.Assert.fail(Assert.java:88)
at org.junit.Assert.failNotEquals(Assert.java:743)
at org.junit.Assert.assertEquals(Assert.java:118)
at org.apache.hadoop.fs.s3a.ITestS3AEmptyDirectory.assertEmptyDirectory(ITestS3AEmptyDirectory.java:56)
at org.apache.hadoop.fs.s3a.ITestS3AEmptyDirectory.testDirectoryBecomesEmpty(ITestS3AEmptyDirectory.java:48)
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
at java.lang.reflect.Method.invoke(Method.java:498)
at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)
at org.junit.rules.TestWatcher$1.evaluate(TestWatcher.java:55)
at org.junit.internal.runners.statements.FailOnTimeout$StatementThread.run(FailOnTimeout.java:74){noformat}",gabor.bota
HADOOP-15798,LocalMetadataStore put() does not retain isDeleted in parent listing,"To reproduce: mvn verify -Dauth -Ds3guard -Dlocal -Dtest=none -Dit.test=ITestS3GuardListConsistency

ITestS3GuardListConsistency#testConsistentListAfterDelete test fails constantly when running with LocalMetadataStore.

{noformat}
java.lang.AssertionError
	at org.junit.Assert.fail(Assert.java:86)
	at org.junit.Assert.assertTrue(Assert.java:41)
	at org.junit.Assert.assertFalse(Assert.java:64)
	at org.junit.Assert.assertFalse(Assert.java:74)
	at org.apache.hadoop.fs.s3a.ITestS3GuardListConsistency.testConsistentListAfterDelete(ITestS3GuardListConsistency.java:205)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)
	at org.junit.rules.TestWatcher$1.evaluate(TestWatcher.java:55)
	at org.junit.internal.runners.statements.FailOnTimeout$StatementThread.run(FailOnTimeout.java:74)
{noformat}",gabor.bota
HADOOP-15796,ClassCastException: S3AFileSystem cannot be cast to MockS3AFileSystem when fs caching is disabled,"Sometimes we get {{java.io.IOException: s3a://TEST-BUCKET: FileSystem is closed!}} when running tests, because of filesystem caching: an fs instance is closed from a test teardown while another test is still using it. (That should be fixed in another issue.)

To avoid test errors introduced by closed fs I've disabled fs caching while testing. This caused the following issue in lots of test:

{noformat}
[ERROR] testPartitionsResolution(org.apache.hadoop.fs.s3a.commit.staging.TestStagingPartitionedFileListing)  Time elapsed: 1.994 s  <<< ERROR!
java.lang.ClassCastException: org.apache.hadoop.fs.s3a.S3AFileSystem cannot be cast to org.apache.hadoop.fs.s3a.MockS3AFileSystem
	at org.apache.hadoop.fs.s3a.commit.staging.StagingTestBase.lookupWrapperFS(StagingTestBase.java:145)
	at org.apache.hadoop.fs.s3a.commit.staging.StagingTestBase$JobCommitterTest.setupJob(StagingTestBase.java:294)
{noformat}

We should fix the casting during these tests.

To switch of fs caching during a test (mvn verify) run, add the following to the config:

{code:java}
  <property>
    <name>fs.s3a.impl.disable.cache</name>
    <value>true</value>
  </property>
{code}
",gabor.bota
HADOOP-15795,Make HTTPS the default protocol for ABFS," HTTPS should be used as default in ABFS, but also  we provide a configuration key for user to disable it in non-secure mode.",danielzhou
HADOOP-15793,ABFS: Skip unsupported test cases when non namespace enabled in ITestAzureBlobFileSystemAuthorization,,kowon2008
HADOOP-15792,typo in AzureBlobFileSystem.getIsNamespaceEnabeld,"There's a typo in the visible-for-test method {{AzureBlobFileSystem.getIsNamespaceEnabeld}}

Trivial to fix, just postponing until after the 3.2.x branch",abmodi
HADOOP-15791,Remove Ozone related sources from the 3.2 branch,"As it is discussed at HDDS-341 and written in the original proposal of Ozone merge, we can remove all the ozone/hdds projects from the 3.2 release branch.

{quote}
 * On trunk (as opposed to release branches) HDSL will be a separate module in Hadoop's source tree. This will enable the HDSL to work on their trunk and the Hadoop trunk without making releases for every change.
  * Hadoop's trunk will only build HDSL if a non-default profile is enabled.
  * When Hadoop creates a release branch, the RM will delete the HDSL module from the branch.
{quote}
",elek
HADOOP-15788,Improve Distcp for long-haul/cloud deployments,"There are a number of outstanding distcp options related to: extensibility, failure reporting/cleanup, long-haul options, cloud performance.

Hadoop 3.1 added some speedups; follow this up with others. ",stevel@apache.org
HADOOP-15785,[JDK10] Javadoc build fails on JDK 10 in hadoop-common,"{noformat}
$ mvn javadoc:javadoc --projects hadoop-common-project/hadoop-common
...
[INFO] ------------------------------------------------------------------------
[INFO] BUILD FAILURE
[INFO] ------------------------------------------------------------------------
[INFO] Total time: 02:22 min
[INFO] Finished at: 2018-09-25T02:23:06Z
[INFO] Final Memory: 119M/467M
[INFO] ------------------------------------------------------------------------
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-javadoc-plugin:3.0.1:jar (module-javadocs) on project hadoop-common: MavenReportException: Error while generating Javadoc: 
[ERROR] Exit code: 1 - javadoc: warning - You have not specified the version of HTML to use.
[ERROR] The default is currently HTML 4.01, but this will change to HTML5
[ERROR] in a future release. To suppress this warning, please specify the
[ERROR] version of HTML used in your documentation comments and to be
[ERROR] generated by this doclet, using the -html4 or -html5 options.
[ERROR] /hadoop/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ipc/Client.java:1578: error: malformed HTML
[ERROR] * to servers are uniquely identified by <remoteAddress, protocol, ticket>
...
{noformat}",dineshchitlangia
HADOOP-15783,[JDK10] TestSFTPFileSystem.testGetModifyTime fails,"{noformat}
[ERROR] Tests run: 11, Failures: 1, Errors: 0, Skipped: 0, Time elapsed: 5.039 s <<< FAILURE! - in org.apache.hadoop.fs.sftp.TestSFTPFileSystem
[ERROR] testGetModifyTime(org.apache.hadoop.fs.sftp.TestSFTPFileSystem)  Time elapsed: 0.095 s  <<< FAILURE!
java.lang.AssertionError: expected:<1537836464942> but was:<1537836464000>
	at org.junit.Assert.fail(Assert.java:88)
	at org.junit.Assert.failNotEquals(Assert.java:743)
	at org.junit.Assert.assertEquals(Assert.java:118)
	at org.junit.Assert.assertEquals(Assert.java:555)
	at org.junit.Assert.assertEquals(Assert.java:542)
	at org.apache.hadoop.fs.sftp.TestSFTPFileSystem.testGetModifyTime(TestSFTPFileSystem.java:329)
{noformat}",ajisakaa
HADOOP-15781,S3A assumed role tests failing due to changed error text in AWS exceptions,"

This is caused by HADOOP-15642 but I'd missed it because I'd been playing with assumed roles locally (restricting their rights) and mistook the failures for ""steve's misconfigured the test role"", not ""the SDK",stevel@apache.org
HADOOP-15780,S3Guard: document how to deal with non-S3Guard processes writing data to S3Guarded buckets,"Our general policy for S3Guard is this: All modifiers of a bucket that is configured for use with S3Guard, must use S3Guard. Otherwise, the MetadataStore will not be properly updated as the S3 bucket changes and problems will arise.

There are limited circumstances in which may be safe to have an external (non-s3guard) process writing data.  There are also scenarios where it definitely breaks things.

I think we should start by documenting the cases that this works / does not work for. After we've enumerated that, we can suggest enhancements as needed to make this sort of configuration easier to use.

To get the ball rolling, some things that do not work:
- Deleting a path *p* with S3Guard, then writing a new file at path *p* without S3guard (will still have delete marker in S3Guard, making the file appear to be deleted but still visible in S3 due to false ""eventual consistency"") (as [~stevel@apache.org] and I have discussed)
- When fs.s3a.metadatastore.authoritative is true, adding files to directories without S3Guard, then listing with S3Guard may exclude externally-written files from listings.

(Note, there are also S3A interop issues with other non-S3A clients even without S3Guard, due to the unique way S3A interprets empty directory markers).",gabor.bota
HADOOP-15779,S3guard: add inconsistency detection metrics,"S3Guard uses a trailing log of metadata changes made to an S3 bucket to add consistency to the eventually-consistent AWS S3 service. We should add some metrics that are incremented when we detect inconsistency (eventual consistency) in S3.

I'm thinking at least two counters: (1) getFileStatus() (HEAD) inconsistency detected, and (2) listing inconsistency detected. We may want to further separate into categories (present / not present etc.)

This is related to Auth. Mode and TTL work that is ongoing, so let me outline how I think this should all evolve:

This should happen after HADOOP-15621 (TTL for dynamo MetadataStore), since that will change *when* we query both S3 and the MetadataStore (e.g. Dynamo) for metadata. There I suggest that:
 # Prune time is different than TTL. Prune time: ""how long until inconsistency is no longer a problem"" . TTL time ""how long a MetadataStore entry is considered authoritative before refresh""
 # Prune expired: delete entries (when hadoop CLI prune command is run). TTL Expired: entries become non-authoritative.
 #  Prune implemented in each MetadataStore, but TTL filtering happens in S3A.

Once we have this, S3A will be consulting both S3 and MetadataStore depending on configuration and/or age of the entry in the MetadataStore. Today HEAD/getFileStatus() is always short-circuit (skips S3 if MetadataStore returns results). I think S3A should consult both when TTL is stale, and invoke a callback on inconsistency that increments the new metrics. For listing, we already are comparing both sources of truth (except when S3A auth mode is on and a directory is marked authoritative in MS), so it would be pretty simple to invoke a callback on inconsistency and bump some metrics.

Comments / suggestions / questions welcomed.",gabor.bota
HADOOP-15778,ABFS: Fix client side throttling for read,"1. The content length for ReadFile in updateMetrics of AbfsClientThrottlingIntercept is incorrect for cases when the request fails.
It is currently equal to the number of bytes that are read whereas it should be equal to the number of bytes requested.



2. sendingRequest of AbfsClientThrottlingIntercept at AbfsRestOperation should be called irrespective of  whether the request has body.",snehavarma
HADOOP-15775,[JDK9] Add missing javax.activation-api dependency,Many unit tests fail due to missing java.activation module. This failure can be fixed by adding javax.activation-api as third-party dependency.,ajisakaa
HADOOP-15774,Leverage Hadoop Service Registry to discover Hadoop services,"Currently, Hadoop relies on configuration files to specify the servers.
This requires maintaining these configuration files and propagating the changes.
Hadoop should have a framework to provide discovery.
For example, in HDFS, we could define the Namenodes in a shared location and the DNs would use the framework to find the Namenodes.",elgoiri
HADOOP-15773,ABFS: Fix issues raised by Yetus,"I aggregated the HADOOP-15407 branch into a single patch and posted it on HADOOP-15770 just to get an aggregate report of all current issues raised by Yetus. There was a javac deprecation warning, a number of checkstyle issues, some whitespace issues, and there are a couple of valid javadoc errors I see locally. Let's fix them before we merge.

I see a number of wildcard imports, all for the contents of large classes of configuration constants, and I think those should stay the way they are. There are a number of existing checkstyle issues in WASB, too that are irrelevant for the merge, and there are some field visibility issues in tests that are required that way for the tests to work as designed.",mackrorysd
HADOOP-15772,Remove the 'Path ... should be specified as a URI' warnings on startup,"The following warnings are logged on service startup and are noise. It is perfectly valid to list local paths without using the URI syntax.
{code:java}
2018-09-16 23:16:11,393 WARN  common.Util (Util.java:stringAsURI(99)) - Path /hadoop/hdfs/namenode should be specified as a URI in configuration files. Please update hdfs configuration.{code}
 ",ayushtkn
HADOOP-15771,Update the link to HowToContribute page,"HowToContribute page is moved to https://cwiki.apache.org/confluence/display/HADOOP/How+To+Contribute.

However, the new Apache Hadoop web site still links to the old page.
{noformat:title=config.toml}
[[menu.main]]
  name = ""How to Contribute""
  url = ""https://wiki.apache.org/hadoop/HowToContribute""
  parent = ""development""
{noformat}",tasanuma0829
HADOOP-15770,Merge HADOOP-15407 to trunk,I started a [VOTE] thread last night. Will be posting a patch of the current branch state to get pre-commit checks.,mackrorysd
HADOOP-15769,ABFS: distcp tests are always skipped,"the distcp contract tests for ABFS exist, but they aren't quite wired up completely, so are always being skipped.",stevel@apache.org
HADOOP-15768,Do not use Time#now to calculate the rpc process time duration,"For the rpc process time calculation, we are using a not-recommended way: Using {{Time#now}} to calculate for this.
{code}
        // Invoke the protocol method
        long startTime = Time.now();
        int qTime = (int) (startTime-receivedTime);
....
          int processingTime = (int) (Time.now() - startTime);
...
server.updateMetrics(detailedMetricsName, qTime, processingTime, false);
{code} 

Actually  we should use {{Time#monotonicNow()}} instead. This JIRA will fix these across RpcEngine impl classes.",jianliang.wu
HADOOP-15767,[JDK10] Building native package on JDK10 fails due to missing javah,"This is the error log.
{noformat}
[ERROR] Failed to execute goal org.codehaus.mojo:native-maven-plugin:1.0-alpha-8:javah (default) on project hadoop-common: Error running javah command: Error executing command line. Exit code:127 -> [Help 1]
{noformat}

See also: https://github.com/mojohaus/maven-native/issues/17",tasanuma0829
HADOOP-15764,[JDK10] Migrate from sun.net.dns.ResolverConfiguration to the replacement,"In JDK10, sun.net.dns.ResolverConfiguration is encapsulated and not accessible from unnamed modules. This issue is to remove the usage of ResolverConfiguration.",ajisakaa
HADOOP-15762,"AbstractContractAppendTest to add more tests, implementations to comply","There are some extra append tests from HADOOP-14507; put them in {{AbstractContractAppendTest}} and make sure that the filesystems are all compliant

specifically
# can you append over a directory
# can you append to a file  which you have just deleted 

how directory appends are rejected seems to vary",stevel@apache.org
HADOOP-15759,AliyunOSS: update oss-sdk version to 3.0.0,"OSS Java SDK 3.0.0 adds 7 CredentialsProviders. And Assumes Role Credentials function bases on [STSAssumeRoleSessionCredentialsProvider|https://github.com/aliyun/aliyun-oss-java-sdk/blob/master/src/main/java/com/aliyun/oss/common/auth/STSAssumeRoleSessionCredentialsProvider.java] that sdk offers, so we update its version.",wujinhu
HADOOP-15758,"Filesystem.get(URI, Configuration, user) API not working with proxy users","A user reported that the Filesystem.get API is not working as expected when they use the 'FileSystem.get(URI, Configuration, user)' method signature - but 'FileSystem.get(URI, Configuration)' works fine. The user is trying to use this method signature to mimic proxy user functionality e.g. provide ticket cache based kerberos credentials (using KRB5CCNAME env variable) for the proxy user and then in the java program pass name of the user to be impersonated. The alternative, to use [proxy users functionality|https://hadoop.apache.org/docs/current/hadoop-project-dist/hadoop-common/Superusers.html] in Hadoop works as expected.

 

Since FileSystem.get(URI, Configuration, user) is a public API and it does not restrict its usage in this fashion, we should ideally make it work or add docs to discourage its usage to implement proxy users.

 ",hgadre
HADOOP-15757,ABFS: remove dependency on common-codec Base64,"Currently ABFS relies on common-codec Base64, because different versions of common-codec are widely used and some are missing the methods needed by ABFS, it cause lots of ""no such method"" exception in customer's env, hence we decide to add util for Base64 to avoid such issues in future.",danielzhou
HADOOP-15756,[JDK10] Migrate from sun.net.util.IPAddressUtil to the replacement,"In JDK10, sun.net.util.IPAddressUtil is encapsulated and not accessible from unnamed modules. This issue is to remove the usage of IPAddressUtil.",ajisakaa
HADOOP-15755,StringUtils#createStartupShutdownMessage throws NPE when args is null,"StringUtils#createStartupShutdownMessage uses 
{code:java}
Arrays.asList(args)
{code}
which throws NPE when args is null.",dineshchitlangia
HADOOP-15754,s3guard: testDynamoTableTagging should clear existing config,"I recently committed HADOOP-14734 which adds support for tagging Dynamo DB tables for S3Guard when they are created.

 

Later, when testing another patch, I hit a test failure because I still had a tag option set in my test configuration (auth-keys.xml) that was adding my own table tag.
{noformat}
[ERROR] testDynamoTableTagging(org.apache.hadoop.fs.s3a.s3guard.ITestS3GuardToolDynamoDB)  Time elapsed: 13.384 s  <<< FAILURE!

java.lang.AssertionError: expected:<2> but was:<3>

        at org.junit.Assert.fail(Assert.java:88)

        at org.junit.Assert.failNotEquals(Assert.java:743)

        at org.junit.Assert.assertEquals(Assert.java:118)

        at org.junit.Assert.assertEquals(Assert.java:555)

        at org.junit.Assert.assertEquals(Assert.java:542)

        at org.apache.hadoop.fs.s3a.s3guard.ITestS3GuardToolDynamoDB.testDynamoTableTagging(ITestS3GuardToolDynamoDB.java:129)

        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)

        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)

        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)

        at java.lang.reflect.Method.invoke(Method.java:498)

        at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)

        at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)

        at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)

        at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)

        at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)

        at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)

        at org.junit.rules.TestWatcher$1.evaluate(TestWatcher.java:55)

        at org.junit.internal.runners.statements.FailOnTimeout$StatementThread.run(FailOnTimeout.java:74){noformat}
I think the solution is just to clear any tag.* options set in the configuration at the beginning of the test.",gabor.bota
HADOOP-15753,"ABFS: support path ""abfs://mycluster/file/path""","WASB support path format: ""wasb://mycluster/file/path"", but ABFS doesn't, which caused some issues for customer. I will add support for this path format.",danielzhou
HADOOP-15750,remove obsolete S3A test ITestS3ACredentialsInURL,"now that we've cut user:pass, need to remove the test ITestS3ACredentialsInURL, which fails.

I'd missed this because I've got s3guard enabled in test runs, and it automatically skips.  oops.",stevel@apache.org
HADOOP-15748,S3 listing inconsistency can raise NPE in globber,"FileSystem Globber does a listStatus(path) and then, if only one element is returned, {{getFileStatus(path).isDirectory()}} to see if it is a dir. The way getFileStatus() is wrapped, IOEs are downgraded to null

On S3, if the path has had entries deleted, the listing may include files which are no longer there, so the getFileStatus(path),isDirectory triggers an NPE

While its wrong to glob against S3 when its being inconsistent, we should at least fail gracefully here.

Proposed
# log all IOEs raised in Globber.getFileStatus @ debug
# catch FNFEs and downgrade to warn
# continue

The alternative would be fail fast on FNFE, but that's more traumatic
",stevel@apache.org
HADOOP-15747,warning about user:pass in URI to explicitly call out Hadoop 3.2 as removal,"Now that HADOOP-14833 has removed user:secret from URIs, change the warning printed when people to that to explicitly declare Hadoop 3.3 as when it will happen. Do the same in the docs.",stevel@apache.org
HADOOP-15745,Add ABFS configuration to ConfigRedactor,Sensitive information like credentials should be detected by ConfigRedactor so they never appear in logs or other channels. ABFS credentials are not all currently detected correctly so we should amend the default list of config patterns.,mackrorysd
HADOOP-15744,AbstractContractAppendTest fails against HDFS on HADOOP-15407 branch,"{code:java}
mvn test -Dtest=TestHDFSContractAppend#testAppendDirectory,TestRouterWebHDFSContractAppend#testAppendDirectory{code}
In case of TestHDFSContractAppend the test excepts FileAlreadyExistsException but HDFS sends the exception wrapped into a RemoteException.
In case of TestRouterWebHDFSContractAppend the append does not even throw exception.

[~stevel@apache.org], [~tmarquardt], any thoughts?",stevel@apache.org
HADOOP-15742,Log if ipc backoff is enabled in CallQueueManager,"Currently we don't log the info of ipc backoff. It will look good to print this as well so that makes users know if we enable this.
{code:java}
  public CallQueueManager(Class<? extends BlockingQueue<E>> backingClass,
                          Class<? extends RpcScheduler> schedulerClass,
      boolean clientBackOffEnabled, int maxQueueSize, String namespace,
      Configuration conf) {
    int priorityLevels = parseNumLevels(namespace, conf);
    this.scheduler = createScheduler(schedulerClass, priorityLevels,
        namespace, conf);
    BlockingQueue<E> bq = createCallQueueInstance(backingClass,
        priorityLevels, maxQueueSize, namespace, conf);
    this.clientBackOffEnabled = clientBackOffEnabled;
    this.putRef = new AtomicReference<BlockingQueue<E>>(bq);
    this.takeRef = new AtomicReference<BlockingQueue<E>>(bq);
    LOG.info(""Using callQueue: "" + backingClass + "" queueCapacity: "" +
        maxQueueSize + "" scheduler: "" + schedulerClass);
  }
{code}",jianliang.wu
HADOOP-15741,[JDK10] Upgrade Maven Javadoc Plugin from 3.0.0-M1 to 3.0.1,MJAVADOC-517 is fixed in 3.0.1. Let's upgrade the plugin to 3.0.1 or upper to support Java 10.,tasanuma0829
HADOOP-15740,ABFS: Check variable names during initialization of AbfsClientThrottlingIntercept ,"In the initializeSingleton function of the AbfsClientThrottlingIntercept the local variable name is same as global variable isAutoThrottlingEnabled because of which the global isAutoThrottlingEnabled is not being set to true.

 ",snehavarma
HADOOP-15739,ABFS: remove unused maven dependencies and add used undeclared dependencies,,danielzhou
HADOOP-15736,Trash : Negative Value For Deletion Interval Leads To Abnormal Behaviour.,"If deletion interval ( {{fs.trash.interval}} ) is somehow configured negative.
 The trash gets enabled since the value is not zero.
 It even changes the emptier interval to that negative value since the value needs to be less than or equal to deletion interval.
 But the emptier due to negative value doesn't get up throws IllegalArgumentException().
 Ultimately the trash gets piled up since no emptier work is being done.",ayushtkn
HADOOP-15735,backport HADOOP-11687 for hadoop-aws 2.7.x,"HADOOP-12970 Intermitent SignatureDoesNotMatch Exception is fixed by HADOOP-11687. 

And from hadoop-aws >= 2.8, HADOOP-11687 is applied. but Spark 2.3.1 is still using hadoop-aws 2.7.7. 

I was stumpled upon Intermitent SignatureDoesNotMatch Exception with s3 with spark 2.3.1. So I guess backporting might benefit some spark users. In my situation, SignatureDoesNotMatch was reliably reproducible (4 out of 8 attemp). And after using patched version symptom was not seen (0 out of 10)

",ruseel
HADOOP-15733,Correct the log when Invalid emptier Interval configured,"{{Scenario:-}}

 Configure Deletion interval as 10 and  Emptier interval as -1
 Restart the namenode 
 Run the rm command  hdfs dfs -rm /file

{{Actualoutput:-}}

In log it's printing the -1 value for emptierinverval but as per the code it's should be deletion interval value

{noformat}
2018-09-07 14:59:41,721 INFO org.apache.hadoop.fs.TrashPolicyDefault: Namenode trash configuration: Deletion interval = 10 minutes, Emptier interval = -1 minutes.
{noformat}

{{Exceptedoutput:-}}

Emptier interval value should be 10",ayushtkn
HADOOP-15731,TestDistributedShell fails on Windows,"[ERROR] testDSShellWithMultipleArgs(org.apache.hadoop.yarn.applications.distributedshell.TestDistributedShell) Time elapsed: 25.68 s <<< FAILURE!
java.lang.AssertionError
 at org.junit.Assert.fail(Assert.java:86)
 at org.junit.Assert.assertTrue(Assert.java:41)
 at org.junit.Assert.assertTrue(Assert.java:52)
 at org.apache.hadoop.yarn.applications.distributedshell.TestDistributedShell.verifyContainerLog(TestDistributedShell.java:1296)

[ERROR] testDSShellWithoutDomainV2CustomizedFlow(org.apache.hadoop.yarn.applications.distributedshell.TestDistributedShell) Time elapsed: 90.021 s <<< ERROR!
java.lang.Exception: test timed out after 90000 milliseconds
 at java.lang.Thread.sleep(Native Method)
 at org.apache.hadoop.yarn.applications.distributedshell.TestDistributedShell.testDSShell(TestDistributedShell.java:398)
 at org.apache.hadoop.yarn.applications.distributedshell.TestDistributedShell.testDSShellWithoutDomainV2CustomizedFlow(TestDistributedShell.java:313)

 

 ",botong
HADOOP-15729,[s3a] stop treat fs.s3a.max.threads as the long-term minimum,"A while ago the s3a connector started experiencing deadlocks because the AWS SDK requires an unbounded threadpool. It places monitoring tasks on the work queue before the tasks they wait on, so it's possible (has even happened with larger-than-default threadpools) for the executor to become permanently saturated and deadlock.

So we started giving an unbounded threadpool executor to the SDK, and using a bounded, blocking threadpool service for everything else S3A needs (although currently that's only in the S3ABlockOutputStream). fs.s3a.max.threads then only limits this threadpool, however we also specified fs.s3a.max.threads as the number of core threads in the unbounded threadpool, which in hindsight is pretty terrible.

Currently those core threads do not timeout, so this is actually setting a sort of minimum. Once that many tasks have been submitted, the threadpool will be locked at that number until it bursts beyond that, but it will only spin down that far. If fs.s3a.max.threads is set reasonably high and someone uses a bunch of S3 buckets, they could easily have thousands of idle threads constantly.

We should either not use fs.s3a.max.threads for the corepool size and introduce a new configuration, or we should simply allow core threads to timeout. I'm reading the OpenJDK source now to see what subtle differences there are between core threads and other threads if core threads can timeout.",mackrorysd
HADOOP-15728,ABFS: Add backward compatibility to handle Unsupported Operation for storage account with no namespace feature,"For non-namespaceenbaled account, UnsupportedOperationException is thrown when setOwner() or setPermission() is called, which cause problems for others.
They should behave the same as before, so should make them  no-op if the storage account is not namespace enabled.",danielzhou
HADOOP-15726,Create utility to limit frequency of log statements,"There is a common pattern of logging a behavior that is normally extraneous. Under some circumstances, such a behavior becomes common, flooding the logs and making it difficult to see what else is going on in the system. Under such situations it is beneficial to limit how frequently the extraneous behavior is logged, while capturing some summary information about the suppressed log statements.

This is currently implemented in {{FSNamesystemLock}} (in HDFS-10713). We have additional use cases for this in HDFS-13791, so this is a good time to create a common utility for different sites to share this logic.",xkrogen
HADOOP-15723,ABFS: Ranger Support,Add support for Ranger,kowon2008
